transactionid,saledate,customerid,productid,storeid,campaignid,saleamount($),transactiontimeminutes
2325,3/15/2025,1135,2037,401,3,547.94,25
2326,7/15/2024,1020,2033,401,3,59.63,8
2328,3/28/2025,1186,2013,402,0,1842.35,13
2329,5/10/2025,1071,2052,401,2,1104.09,30
2330,2/22/2025,1020,2027,403,0,894.85,12
2331,6/29/2024,1152,2073,404,2,348.07,15
2332,9/18/2024,1005,2067,401,0,740.18,27
2333,3/8/2025,1125,2097,401,3,4790.03,18
2334,12/20/2024,1086,2080,401,3,?,2
2335,2/14/2025,1037,2005,402,2,1220.91,17
2336,3/6/2025,1071,2002,404,2,493.35,28
2337,12/18/2024,1117,2068,404,2,271.67,10
2338,10/4/2024,1108,2087,402,1,674,9
2339,1/10/2025,1178,2035,401,1,3949.04,25
2340,8/9/2024,1007,2046,404,2,68.8,11
2341,11/28/2024,1053,2091,402,3,4295.41,9
2342,8/28/2024,1174,2019,401,1,1160.07,18
2343,10/31/2024,1087,2053,401,1,947.33,8
2344,7/31/2024,1030,2064,401,1,1374.65,20
2346,11/23/2024,1082,2009,404,2,93.07,20
2347,7/4/2024,1139,2087,401,1,179.3,20
2348,12/22/2024,1154,2039,403,3,4220.48,14
2349,8/26/2024,1131,2026,401,0,827.26,27
2350,8/2/2024,1174,2019,401,2,2962.32,9
2351,3/22/2025,1005,2097,401,1,619.49,19
2352,3/30/2025,1005,2097,401,0,1093.8,4
2353,11/28/2024,1116,2077,402,3,1234.57,29
2354,11/20/2024,1089,2091,403,3,4023.23,8
2355,4/13/2025,1048,2046,401,3,24.22,28
2356,8/10/2024,1055,2054,403,2,4572.81,21
2357,10/21/2024,1134,2077,402,2,656.8,6
2358,5/25/2025,1026,2039,401,3,3431.3,5
2359,2/7/2025,1058,2041,401,3,3325.03,19
2360,11/2/2024,1136,2095,401,3,928.15,25
2361,11/18/2024,1116,2041,403,2,4893.47,30
2362,12/20/2024,1194,2098,404,3,1638.09,5
2363,6/29/2024,1116,2061,402,1,742.38,12
2364,5/13/2025,1180,2076,402,1,817.33,24
2365,12/17/2024,1181,2039,401,2,3478.5,8
2366,1/10/2025,1058,2041,401,2,2061.32,28
2367,2/23/2025,1149,2049,401,1,1599.68,19
2368,4/7/2025,1099,2019,403,2,3426.36,26
2369,5/4/2025,1189,2078,401,3,?,22
2370,6/7/2024,1116,2019,404,0,4742.56,24
2371,4/24/2025,1020,2085,404,0,547.53,23
2372,12/18/2024,1115,2023,402,2,4986.14,24
2373,5/22/2025,1007,2054,403,0,3406.14,22
2374,11/1/2024,1029,2024,404,3,1505.2,13
2375,5/29/2025,1019,2054,404,2,4775.58,2
2376,6/14/2024,1032,2035,403,0,4948.55,25
2377,2/18/2025,1141,2079,404,0,4389.1,26
2378,12/29/2024,1162,2046,401,0,39.58,17
2379,3/11/2025,1117,2046,403,2,123.26,27
2380,3/25/2025,1005,2023,404,2,3392.81,22
2381,4/25/2025,1091,2020,402,3,1767.56,6
2383,10/16/2024,1053,2034,403,2,828.69,20
2384,7/29/2024,1137,2013,403,1,797.47,13
2385,5/6/2025,1187,2010,403,2,436.05,20
2386,10/21/2024,1032,2059,403,1,65.75,12
2387,6/7/2024,1062,2083,404,1,1080.26,27
2388,10/27/2024,1066,2068,404,0,1185.48,27
2389,10/10/2024,1064,2091,404,0,566.52,23
2390,3/20/2025,1032,2039,404,2,1079.93,26
2391,3/5/2025,1104,2083,401,3,1330.26,5
2392,9/8/2024,1018,2033,402,1,114.82,29
2393,8/16/2024,1005,2082,403,0,1835.25,2
2394,7/27/2024,1024,2023,401,3,1917.67,11
2395,9/13/2024,1144,2019,404,1,3830.85,10
2396,7/29/2024,1116,2013,403,1,1292.45,2
2397,10/26/2024,1034,2039,401,0,1652.12,5
2398,10/3/2024,1066,2023,403,3,1025.35,10
2399,8/28/2024,1020,2046,403,1,80.08,5
2400,9/29/2024,1156,2000,402,3,571.86,27
